city,state,avg_monthly_rent,avg_annual_income,avg_monthly_income,avg_rent_burden,zip_count,rent_burden_percent,affordability_category
Port Orange,FL,1695.9469264069264,135015.28623370273,11251.27385280856,0.49057383806652527,18,49.057383806652524,Burdened
Port Orchard,WA,2234.4472877612584,108928.69196458002,9077.390997048335,0.6469896053511134,12,64.69896053511134,Severely Burdened
Port Richey,FL,1737.730476190476,134151.3908076871,11179.282567307258,0.49119836565004277,6,49.11983656500428,Burdened
Port Royal,SC,1520.5833333333333,112824.65389185977,9402.054490988316,0.4338785338308613,6,43.387853383086124,Burdened
Port Saint Joe,FL,1558.0,144328.52179367238,12027.376816139367,0.4401380168153563,6,44.01380168153563,Burdened
Port Saint Lucie,FL,2334.2007056575644,122226.67874993513,10185.556562494596,0.6606326051265111,36,66.06326051265111,Severely Burdened
Port Townsend,WA,2522.0,129288.94141620782,10774.078451350651,0.7432089255381125,6,74.32089255381125,Severely Burdened
Port Washington,NY,3899.1666666666665,219920.3052318786,18326.692102656547,0.5886750519248116,5,58.86750519248116,Severely Burdened
Port Wentworth,GA,1620.4416522680674,104417.31656570798,8701.443047142331,0.4517431719830767,6,45.17431719830767,Burdened
Portage,IN,1508.2727272727273,109803.77912558166,9150.314927131805,0.4406067085782384,6,44.060670857823844,Burdened
Portage,MI,1842.6107142857143,128784.56709760748,10732.047258133956,0.5555598296434539,12,55.55598296434538,Severely Burdened
Portales,NM,895.9126984126984,119275.43660158552,9939.619716798794,0.25547206515378224,6,25.547206515378225,Affordable
Porter,TX,1883.2191697191695,119964.75154414163,9997.06262867847,0.532658501820701,6,53.265850182070096,Severely Burdened
Porterville,CA,1252.2222222222224,126293.76250754473,10524.480208962063,0.34248486805955697,6,34.2484868059557,Borderline
Portland,ME,2405.5828235765516,135093.35955785227,11257.779963154358,0.7004317213278525,18,70.04317213278524,Severely Burdened
Portland,OR,1743.0176632507157,135913.21641488062,11326.101367906716,0.5084066056566562,168,50.840660565665615,Severely Burdened
Portland,TN,1747.5,154003.85794699492,12833.654828916244,0.4992665831086108,6,49.92665831086108,Burdened
Portland,TX,1684.111111111111,115742.44665852452,9645.203888210377,0.4759261574792155,6,47.59261574792155,Burdened
Portsmouth,NH,2736.8560606060605,174946.39977203202,14578.866647669334,0.8127173028616516,6,81.27173028616515,Severely Burdened
Portsmouth,RI,3288.3333333333335,152533.42400459104,12711.118667049253,0.5027925217395642,5,50.27925217395642,Severely Burdened
Portsmouth,VA,1661.225437397851,105371.69293328436,8780.97441110703,0.4734729376995646,29,47.34729376995646,Burdened
Post Falls,ID,1746.0077457264958,131149.5411908157,10929.128432567975,0.5026834903312339,6,50.26834903312339,Severely Burdened
Potomac,MD,3675.555555555556,204883.99178212433,17073.665981843696,0.5572550809180031,5,55.725508091800315,Severely Burdened
Potsdam,NY,1107.5,111603.04378665781,9300.253648888152,0.32051032530633033,6,32.05103253063303,Borderline
Pottstown,PA,1649.909090909091,111340.2260566568,9278.352171388065,0.48822005558058884,6,48.82200555805888,Burdened
Pottsville,PA,1270.8333333333333,251671.67033870937,20972.639194892447,0.3851062186191501,6,38.51062186191501,Borderline
Poughkeepsie,NY,2048.266666666667,115339.58121780945,9611.631768150788,0.5984575192157866,12,59.84575192157866,Severely Burdened
Poulsbo,WA,2373.257275132275,118905.43045154819,9908.785870962349,0.6969177847643047,6,69.69177847643047,Severely Burdened
Poway,CA,3007.5030525030525,154881.78497696685,12906.815414747241,0.46096195737392814,5,46.09619573739281,Burdened
Powder Springs,GA,2093.3289473684213,116942.82335635572,9745.23527969631,0.5985396276296828,6,59.85396276296828,Severely Burdened
Powell,OH,2194.6648148148147,134532.28574736996,11211.023812280828,0.700348492978013,6,70.0348492978013,Severely Burdened
Powell,TN,1932.0555555555557,122160.66294526534,10180.055245438778,0.5537167891385119,6,55.371678913851184,Severely Burdened
Powhatan,VA,1595.0,122626.91671756172,10218.909726463477,0.4700631783209525,6,47.00631783209525,Burdened
Prairie Grove,AR,1511.3333333333333,121987.69238687574,10165.641032239646,0.4365792452162888,6,43.657924521628885,Burdened
Prairie Village,KS,2371.902777777778,186567.2259315578,15547.268827629816,0.7294688503466816,6,72.94688503466816,Severely Burdened
Prairieville,LA,1993.0555555555557,118730.72292925062,9894.226910770885,0.5790937009272774,6,57.90937009272774,Severely Burdened
Prattville,AL,1858.7142857142853,112207.09977371396,9350.591647809495,0.524187445846397,12,52.4187445846397,Severely Burdened
Prescott,AZ,1821.0855119825708,127201.98439298278,10600.165366081897,0.5409245338023675,18,54.09245338023675,Severely Burdened
Prescott Valley,AZ,1827.6917103207425,115113.45088120039,9592.787573433367,0.5415953230498906,12,54.15953230498906,Severely Burdened
Presto,PA,1436.888888888889,194931.47355912058,16244.289463260051,0.44993837373835244,6,44.99383737383524,Burdened
Prince George,VA,1503.8333333333333,110803.7440216784,9233.645335139867,0.4213919908410409,6,42.13919908410409,Burdened
Princeton,IL,1100.0,121276.24358922259,10106.353632435215,0.3343709390037793,6,33.43709390037793,Borderline
Princeton,NJ,3357.3091948900774,186988.18980299984,15582.349150249986,0.5021915804032469,10,50.219158040324686,Severely Burdened
Princeton,TX,1916.7033488192021,110652.74295807195,9221.061913172663,0.5321141811412174,6,53.21141811412174,Severely Burdened
Princeton,WV,788.3333333333334,123475.35247452553,10289.612706210462,0.22349900085469052,6,22.349900085469052,Affordable
Princeton Junction,NJ,3058.5,166822.09787723684,13901.841489769737,0.4654799867606279,5,46.54799867606279,Burdened
Princeville,HI,14030.0,187533.15058479534,15627.762548732942,1.5890767756101019,4,158.9076775610102,Severely Burdened
Prineville,OR,1533.5555555555554,116847.99999413278,9737.333332844399,0.44143216241178146,6,44.143216241178145,Burdened
Prior Lake,MN,1929.0888888888887,139973.3652143448,11664.447101195401,0.5974523625724286,6,59.745236257242865,Severely Burdened
Prospect,KY,2251.3968253968255,151599.85631358923,12633.321359465766,0.7362234810639051,6,73.62234810639052,Severely Burdened
Prospect Heights,IL,1681.25,133200.4046207779,11100.033718398156,0.49725468781096177,6,49.725468781096176,Burdened
Prospect Park,PA,1384.1666666666667,105762.2207895033,8813.518399125276,0.40668945794767764,6,40.668945794767765,Burdened
Prosper,TX,2212.483553483554,131095.34339107404,10924.61194925617,0.6860797599510572,6,68.60797599510572,Severely Burdened
Providence,RI,2093.206980381272,128340.32370849562,10695.026975707968,0.6100376662368128,42,61.00376662368128,Severely Burdened
Providence,UT,1525.0,145662.55877332456,12138.546564443712,0.45115148690461665,6,45.115148690461666,Burdened
Provo,UT,1465.0495853547322,149472.91137909237,12456.075948257698,0.42333194547279196,18,42.3331945472792,Burdened
Pueblo,CO,1431.8173500881833,125912.19312573793,10492.682760478161,0.4121683268513485,36,41.216832685134854,Burdened
Pulaski,TN,1337.5,117346.62615101563,9778.885512584637,0.38311651967261867,6,38.31165196726187,Borderline
Pullman,WA,1323.2272727272727,117805.2798268666,9817.106652238883,0.38129689524566057,6,38.12968952456606,Borderline
Punta Gorda,FL,2485.0416202155334,142033.01231320883,11836.08435943407,0.6144821122302533,23,61.448211223025325,Severely Burdened
Puyallup,WA,2228.081947292473,116009.30517484443,9667.442097903702,0.6380307682454701,30,63.80307682454701,Severely Burdened
Quakertown,PA,1873.644444444444,115043.70234349316,9586.975195291096,0.5817419266628376,6,58.174192666283766,Severely Burdened
Quarryville,PA,1708.75,138426.36836904468,11535.53069742039,0.5098047437890566,6,50.98047437890566,Severely Burdened
Queen Creek,AZ,2199.382158322386,124387.06276677818,10365.588563898182,0.6325203531521973,6,63.252035315219736,Severely Burdened
Quincy,IL,1013.1944444444443,164631.2576227433,13719.271468561943,0.2890684242172111,6,28.90684242172111,Affordable
Quincy,MA,2630.838504792531,116255.3569203067,9687.946410025559,0.7789510119368153,18,77.89510119368153,Severely Burdened
Racine,WI,1142.1666666666667,151867.2688976471,12655.605741470592,0.32427766606098285,12,32.42776660609829,Borderline
Radcliff,KY,902.75,99176.90038308494,8264.741698590411,0.2579005168701029,6,25.79005168701029,Affordable
Radford,VA,1244.4444444444443,120936.9449358646,10078.078744655382,0.35682006846331554,6,35.682006846331554,Borderline
Raeford,NC,1701.6697567783094,104727.07074290521,8727.255895242102,0.47565634573749677,6,47.565634573749676,Burdened
Rahway,NJ,2570.7350427350425,107627.44591172806,8968.953825977338,0.7348015287677422,6,73.48015287677421,Severely Burdened
Raleigh,NC,1634.3309523019614,143940.90271193755,11995.075225994795,0.47552523003733355,90,47.552523003733356,Burdened
Ramona,CA,2215.4777777777776,120229.28543200955,10019.107119334129,0.635957202117615,6,63.595720211761495,Severely Burdened
Ramsey,MN,1666.5952380952378,126703.42442716098,10558.618702263415,0.4842484726291539,6,48.424847262915385,Burdened
Rancho Cordova,CA,2310.247234985612,115944.2439494646,9662.02032912205,0.6625525323768093,18,66.25525323768093,Severely Burdened
Rancho Cucamonga,CA,2825.9738360495708,120440.04690796598,10036.670575663831,0.8092163145972799,24,80.92163145972799,Severely Burdened
Rancho Mirage,CA,4055.2222222222226,181897.83673127144,15158.153060939288,0.617074420200618,5,61.7074420200618,Severely Burdened
Rancho Palos Verdes,CA,5464.035714285715,170352.06376860006,14196.005314050004,0.8300300810332157,5,83.00300810332158,Severely Burdened
Rancho Santa Margarita,CA,2798.708496732026,114713.20306826814,9559.433589022346,0.8231658704173715,6,82.31658704173715,Severely Burdened
Randallstown,MD,1464.1590413943352,99953.23760534353,8329.43646711196,0.4300441378287165,6,43.004413782871644,Burdened
Randolph,MA,2520.2550264550264,105662.83998273865,8805.23666522822,0.7367316474579625,6,73.67316474579624,Severely Burdened
Randolph,NJ,2068.75,128017.75196605467,10668.145997171223,0.6658619804154801,6,66.586198041548,Severely Burdened
Ranson,WV,2059.0833333333335,101335.70273109496,8444.641894257913,0.6091340685930121,6,60.91340685930121,Severely Burdened
Rantoul,IL,858.15,109844.7005211634,9153.725043430282,0.2437795881402222,6,24.377958814022218,Affordable
Rapid City,SD,1404.9512786596122,131482.79386674863,10956.89948889572,0.40870468501590607,18,40.87046850159061,Burdened
Raritan,NJ,2503.3111111111116,110023.40521912203,9168.617101593503,0.748959873283213,6,74.8959873283213,Severely Burdened
Rathdrum,ID,1985.0,117903.72375258435,9825.31031271536,0.5733247615959299,6,57.33247615959299,Severely Burdened
Raymore,MO,1788.267857142857,112003.64072656092,9333.63672721341,0.5297999245394472,6,52.979992453944725,Severely Burdened
Raytown,MO,1372.4712148962146,109401.03088703455,9116.752573919546,0.3937354724816224,12,39.37354724816224,Borderline
Reading,MA,3310.3333333333335,157968.5001604872,13164.041680040598,0.5038680706776992,5,50.38680706776992,Severely Burdened
Reading,PA,1511.9815759637188,120705.58879676156,10058.799066396796,0.4358582009395738,42,43.58582009395738,Burdened
Red Bank,NJ,3119.444444444445,194551.80958316562,16212.650798597135,0.47456945809934564,5,47.45694580993457,Burdened
Red Bank,TN,1488.5574410774414,187743.34344372922,15645.278620310768,0.41598663263672564,12,41.59866326367256,Burdened
Red Bluff,CA,1529.4444444444443,116888.25457807882,9740.68788150657,0.4371184686011349,6,43.71184686011349,Burdened
Red Lion,PA,1731.0555555555557,113424.48758794514,9452.040632328763,0.5172056889409167,6,51.72056889409167,Severely Burdened
Red Oak,IA,714.1666666666666,115329.1857701502,9610.76548084585,0.20435446738693888,6,20.435446738693887,Affordable
Red Oak,TX,2134.485107485107,114741.74705981942,9561.812254984952,0.5940702298701247,6,59.40702298701247,Severely Burdened
Red Wing,MN,1460.0,126561.27068846377,10546.772557371982,0.4377613168706293,6,43.77613168706293,Burdened
Redding,CA,1645.7317460317458,119891.41353028669,9990.95112752389,0.4720078051997841,18,47.20078051997841,Burdened
Redford,MI,1580.0,112815.20379031205,9401.266982526005,0.4597133237036411,12,45.97133237036411,Burdened
Redlands,CA,2357.3138294711825,126366.24445979821,10530.52037164985,0.6732692122401698,12,67.32692122401698,Severely Burdened
Redmond,OR,1999.4881446039344,118945.78384996082,9912.1486541634,0.5726419099740008,6,57.26419099740008,Severely Burdened
Redmond,WA,2481.5341457334275,144475.65734764654,12039.63811230388,0.7726277305012207,12,77.26277305012206,Severely Burdened
Redondo Beach,CA,3424.222552910053,156517.44538904153,13043.120449086793,0.5239423287033448,10,52.39423287033448,Severely Burdened
Redwood City,CA,3852.123135785783,169585.08720496998,14132.090600414165,0.5856648596979995,15,58.566485969799956,Severely Burdened
Reedley,CA,1680.0,123123.75072778296,10260.31256064858,0.4510971326311235,6,45.10971326311235,Burdened
Reidsville,NC,955.0,110366.36136163822,9197.196780136517,0.270942299193978,6,27.0942299193978,Affordable
Reisterstown,MD,1501.7857142857144,140295.20971582443,11691.267476318702,0.45981828169115024,6,45.981828169115026,Burdened
Reno,NV,1872.2290990694617,153262.0152142759,12771.834601189657,0.5322968901061528,60,53.229689010615274,Severely Burdened
Rensselaer,NY,2000.126984126984,113490.12600407761,9457.5105003398,0.5725223626655495,6,57.252236266554945,Severely Burdened
Renton,WA,2203.017324894323,119982.53968130802,9998.544973442335,0.6404669970892607,30,64.04669970892607,Severely Burdened
Republic,MO,1527.6534798534801,129958.19264415973,10829.849387013312,0.44610277959533606,6,44.610277959533605,Burdened
Reston,VA,2484.939263943955,128376.4690492964,10698.039087441364,0.7623971331631956,18,76.23971331631955,Severely Burdened
Revere,MA,2750.9894282037144,109096.4046471262,9091.367053927182,0.8069875666793068,6,80.69875666793068,Severely Burdened
Rex,GA,1892.101851851852,104533.7809943907,8711.148416199225,0.5282479219891897,6,52.82479219891897,Severely Burdened
Rexburg,ID,1157.0167055167055,128863.12413911974,10738.593678259977,0.3390309639610333,6,33.90309639610333,Borderline
Reynoldsburg,OH,1593.4477124183006,102823.911584783,8568.659298731915,0.44766239442361866,6,44.766239442361865,Burdened
Rhinebeck,NY,3500.0,250516.25246049836,20876.354371708196,0.5235549299236455,5,52.355492992364546,Severely Burdened
Rhinelander,WI,995.0,115971.41786237205,9664.28482186434,0.29645246355509,6,29.645246355509,Affordable
Rialto,CA,2641.0,121118.52072293313,10093.210060244428,0.7303094248438603,6,73.03094248438603,Severely Burdened
Rice Lake,WI,1050.0,133647.24732882637,11137.270610735532,0.3149877671262007,6,31.49877671262007,Borderline
Richardson,TX,1697.7742987524996,124525.57976455035,10377.13164704586,0.4925639361670691,18,49.25639361670691,Burdened
Richfield,MN,1332.0668780193237,110944.30593928024,9245.358828273353,0.38412213351730107,6,38.41221335173011,Borderline
Richland,WA,1660.9132173382175,116397.75455270482,9699.81287939207,0.4742110760140406,12,47.42110760140406,Burdened
Richlands,NC,1565.4166666666667,119454.19043761528,9954.515869801275,0.4396259977860641,6,43.96259977860641,Burdened
Richmond,CA,2547.2571428571428,110528.57837700481,9210.714864750402,0.7299981814329649,24,72.9998181432965,Severely Burdened
Richmond,IN,873.888888888889,131261.85387856557,10938.487823213794,0.2601116631736513,6,26.01116631736513,Affordable
Richmond,KY,1107.6488413547238,113719.92040894175,9476.660034078479,0.3193635195938088,6,31.936351959380882,Borderline
Richmond,TX,1664.3127052913194,121649.10342602206,10137.425285501839,0.48166119178824446,12,48.166119178824445,Burdened
Richmond,VA,1761.621060776401,181217.52867687467,15101.46072307289,0.5111153335633988,60,51.111533356339876,Severely Burdened
Richmond Heights,MO,1687.6666666666667,203293.89168167545,16941.15764013962,0.5027682072520591,6,50.27682072520591,Severely Burdened
Richmond Hill,GA,2214.2671497584543,129302.58283001871,10775.215235834892,0.6445292939491072,6,64.45292939491071,Severely Burdened
Richton Park,IL,1736.25,98219.52333636578,8184.96027803048,0.48836329167616926,6,48.836329167616924,Burdened
Ridge,NY,3580.0,124689.78350046824,10390.815291705687,0.560468180058883,5,56.0468180058883,Severely Burdened
Ridgecrest,CA,1329.107142857143,101166.89542863886,8430.574619053237,0.38016900656899405,6,38.0169006568994,Borderline
Ridgefield,CT,3555.208333333333,201571.88828045907,16797.657356704924,0.5380810175967616,5,53.80810175967616,Severely Burdened
Ridgefield,NJ,2714.5,127797.00443341285,10649.750369451069,0.8082404558822982,6,80.82404558822982,Severely Burdened
Ridgefield,WA,2198.7407407407404,133684.7408152168,11140.395067934733,0.6410478524254196,6,64.10478524254196,Severely Burdened
Ridgefield Park,NJ,2114.1666666666665,105979.16104250857,8831.59675354238,0.6266597080672588,6,62.66597080672588,Severely Burdened
Ridgeland,MS,1427.6666666666667,202454.10639692473,16871.17553307706,0.3994696570333554,6,39.94696570333554,Borderline
Ridgeland,SC,2022.3333333333333,116340.19702405324,9695.016418671103,0.5820101005003241,6,58.20101005003241,Severely Burdened
Ridgewood,NJ,4183.333333333333,203341.65598427,16945.13799868917,0.6322272504877876,5,63.22272504877876,Severely Burdened
Rifle,CO,2116.6666666666665,121120.11530136531,10093.342941780442,0.6163933582645618,6,61.639335826456175,Severely Burdened
Rigby,ID,1344.1666666666667,126798.58888440959,10566.5490737008,0.393353491221657,6,39.3353491221657,Borderline
Rincon,GA,2036.6833333333336,126017.09398970027,10501.42449914169,0.5760442139869167,6,57.60442139869168,Severely Burdened
Ringgold,GA,1709.75,140569.1577399729,11714.096478331072,0.4904313477367492,6,49.043134773674915,Burdened
Rio Rancho,NM,1845.3531043956045,111687.19129767512,9307.265941472926,0.5427429000390541,12,54.27429000390541,Severely Burdened
Ripon,CA,2197.1111111111113,126245.55923005409,10520.463269171174,0.6346575055800022,6,63.465750558000224,Severely Burdened
River Edge,NJ,2241.6666666666665,120130.60543826182,10010.883786521817,0.7149157710574771,6,71.49157710574771,Severely Burdened
River Falls,WI,1694.3842592592591,115693.67597679947,9641.13966473329,0.49873855130903455,6,49.87385513090346,Burdened
River Grove,IL,2070.833333333333,106493.33207849906,8874.444339874923,0.6033856504137461,6,60.338565041374615,Severely Burdened
River Oaks,TX,1571.2980080921254,154198.71953708245,12849.89329475687,0.43266573762261484,6,43.26657376226149,Burdened
River Ridge,LA,1366.1666666666667,135598.689586762,11299.890798896833,0.39591341497905347,6,39.59134149790535,Borderline
Riverdale,GA,1599.214097115699,125246.96455935226,10437.247046612689,0.4455629753040773,12,44.55629753040773,Burdened
Riverdale,IL,1260.0,125307.23967342502,10442.26997278542,0.34551891311922733,6,34.55189131192273,Borderline
Riverdale,NJ,2959.0,132388.02719925003,11032.335599937502,0.4579802572924617,5,45.79802572924617,Burdened
Riverhead,NY,3300.0,148125.35095358122,12343.77924613177,0.5137158710556926,5,51.37158710556926,Severely Burdened
Riverside,CA,2439.9576690282406,116177.37421720226,9681.44785143352,0.6874571716390381,42,68.7457171639038,Severely Burdened
Riverside,MO,1910.9722222222224,151002.052476509,12583.504373042417,0.5486405238615307,6,54.86405238615307,Severely Burdened
Riverton,UT,2203.3611111111113,126877.35754846479,10573.113129038733,0.6417821472273958,6,64.17821472273958,Severely Burdened
Riverton,WY,832.5,125048.29336062957,10420.691113385796,0.2418862283240665,6,24.18862283240665,Affordable
Riverview,FL,2277.0922742077305,113180.01660457293,9431.668050381077,0.6367882202347649,18,63.67882202347649,Severely Burdened
Riverview,MI,1210.111111111111,110036.79710431362,9169.733092026136,0.36637441785287345,6,36.63744178528734,Borderline
Riviera Beach,FL,2658.4083820662768,235347.01393937334,19612.251161614444,0.7247723596768596,6,72.47723596768596,Severely Burdened
Roanoke,TX,1649.6153355773151,177248.73680297917,14770.728066914933,0.48870123388971126,6,48.87012338897112,Burdened
Roanoke,VA,1350.4297843665768,116989.57824456871,9749.131520380726,0.39266450687711857,53,39.26645068771186,Borderline
Roanoke Rapids,NC,996.6666666666666,122006.53747274743,10167.211456062287,0.27999816445579956,6,27.999816445579956,Affordable
Roberts,WI,2350.0,108908.79014682207,9075.732512235172,0.6802281305816487,6,68.02281305816487,Severely Burdened
Roca,NE,1195.0,143872.82236857762,11989.401864048135,0.3607828617383277,6,36.078286173832765,Borderline
Rochester,IN,872.3333333333334,140705.8821999793,11725.490183331609,0.2646407384724758,6,26.464073847247583,Affordable
Rochester,MN,1641.6239295533896,122483.20501594515,10206.933751328763,0.49666754709604866,24,49.66675470960487,Burdened
Rochester,NY,1604.9614615543187,117858.2827996646,9821.523566638716,0.4650528196740365,126,46.50528196740365,Burdened
Rochester,PA,925.0,130546.87580717499,10878.906317264582,0.2726286678852637,6,27.26286678852637,Affordable
Rochester Hills,MI,1878.053936803937,123809.69516159546,10317.47459679962,0.589702059626867,12,58.97020596268669,Severely Burdened
Rock Hill,SC,1527.1399429073342,122034.77404391946,10169.564503659954,0.43264724496406504,12,43.2647244964065,Burdened
Rock Island,IL,1090.0,115713.33779903252,9642.778149919379,0.3089837795762494,6,30.89837795762494,Borderline
Rock Springs,WY,1038.7777777777778,115350.71711369156,9612.559759474296,0.29894996858263484,6,29.894996858263482,Affordable
Rockdale,IL,1668.9166666666663,111316.15608968593,9276.346340807162,0.4674738613719751,6,46.74738613719751,Burdened
Rockford,IL,1261.1750225835592,114135.57912456807,9511.298260380672,0.36452036032548474,41,36.45203603254848,Borderline
Rockford,MI,1967.5,124858.36918238935,10404.864098532445,0.6271829693354164,6,62.71829693354164,Severely Burdened
Rockford,MN,1500.0,121803.85423207817,10150.321186006513,0.45306704723687696,6,45.306704723687695,Burdened
Rockland,ME,2048.75,121211.52599570849,10100.960499642373,0.6159481123186997,6,61.594811231869976,Severely Burdened
Rockledge,FL,1954.561403508772,125955.41046131222,10496.284205109352,0.5590230678335187,6,55.902306783351875,Severely Burdened
Rocklin,CA,2427.3700121501593,118947.70710806745,9912.308925672287,0.7214900713105687,12,72.14900713105688,Severely Burdened
Rockmart,GA,1699.5,116986.13582218245,9748.844651848538,0.4758623319849882,6,47.58623319849882,Burdened
Rockport,TX,1297.1944444444443,148962.7837977816,12413.565316481798,0.38197244921097595,6,38.19724492109759,Borderline
Rockville,MD,2685.6249896936215,131014.78624645053,10917.898853870878,0.621152805933795,22,62.115280593379495,Severely Burdened
Rockville Centre,NY,3433.75,171024.6376767485,14252.053139729042,0.5233702149427462,5,52.337021494274616,Severely Burdened
Rockwall,TX,1989.9607466063346,151471.59534754136,12622.632945628446,0.5855374624288461,12,58.55374624288461,Severely Burdened
Rocky Hill,CT,1818.464957264957,120187.0127298268,10015.584394152234,0.5398620826385279,6,53.98620826385279,Severely Burdened
Rocky Mount,NC,1229.1560846560847,126233.0010795847,10519.41675663206,0.34707099478133546,18,34.70709947813354,Borderline
Rocky River,OH,1402.3111111111111,155375.91238626483,12947.992698855402,0.43930463545582804,6,43.9304635455828,Burdened
Roeland Park,KS,2240.222222222222,154404.31548880195,12867.026290733498,0.6909480420332884,6,69.09480420332883,Severely Burdened
Rogers,AR,1447.9780268853954,130034.51136302784,10836.209280252318,0.40931913697169997,12,40.931913697169996,Burdened
Rogers,MN,2028.3253968253969,121020.65236271278,10085.054363559399,0.6257830966809826,6,62.578309668098264,Severely Burdened
Rohnert Park,CA,2561.9373219373224,108741.40638989424,9061.783865824518,0.7280835409392665,6,72.80835409392665,Severely Burdened
Rolesville,NC,1946.75,109493.3515796602,9124.445964971685,0.5797950060949141,6,57.97950060949141,Severely Burdened
Rolla,MO,853.4000474833807,119305.58294642514,9942.131912202096,0.2559745740788784,6,25.59745740788784,Affordable
Rolling Hills Estates,CA,5973.166666666667,238411.1241946675,19867.593682888953,0.8941925673378011,5,89.4192567337801,Severely Burdened
Rolling Meadows,IL,1944.8777777777775,110664.36069707082,9222.030058089234,0.5697787562899367,6,56.977875628993665,Severely Burdened
Rome,GA,1265.2222222222222,150585.60035325418,12548.800029437849,0.3511796634861688,12,35.11796634861688,Borderline
Rome,NY,1433.3333333333333,110052.8108202941,9171.067568357843,0.409856675214302,6,40.9856675214302,Burdened
Romeoville,IL,2095.098039215686,102201.07205052472,8516.756004210392,0.599958952079627,6,59.995895207962704,Severely Burdened
Romulus,MI,1281.5666666666666,110143.26101558725,9178.60508463227,0.3737861324956689,6,37.37861324956689,Borderline
Ronkonkoma,NY,2780.5396825396824,121004.23119246676,10083.685932705564,0.8160106503697713,6,81.60106503697713,Severely Burdened
Roosevelt Park,MI,1070.0,127728.30098798453,10644.025082332044,0.32462820194300873,6,32.462820194300875,Borderline
Rosamond,CA,2366.3333333333335,101233.58012097383,8436.13167674782,0.6689041617549742,6,66.89041617549742,Severely Burdened
Roscoe,IL,1655.0,119372.69258605731,9947.724382171442,0.4931870613290113,6,49.31870613290113,Burdened
Rose Hill,VA,2783.933333333333,113266.75099822653,9438.895916518877,0.8467814766814974,6,84.67814766814973,Severely Burdened
Roseburg,OR,1335.6666666666665,140625.87825566254,11718.823187971875,0.3787522675739492,12,37.87522675739492,Borderline
Roselle,IL,2175.9666666666667,130757.93150737812,10896.49429228151,0.6524197602912788,6,65.24197602912788,Severely Burdened
Roselle,NJ,2463.7738095238096,99243.1035472753,8270.25862893961,0.7048283301027989,6,70.48283301027989,Severely Burdened
Roselle Park,NJ,2493.75,101903.3758002508,8491.947983354234,0.7365282378434547,6,73.65282378434547,Severely Burdened
Rosemead,CA,2881.285714285714,114922.85786803222,9576.90482233602,0.8284295842396078,6,82.84295842396078,Severely Burdened
Rosemont,CA,1830.778591778592,114347.0523277105,9528.921027309209,0.5124374090318216,6,51.24374090318216,Severely Burdened
Rosemount,MN,2081.0113636363635,113260.2832778825,9438.356939823541,0.6330699285121966,6,63.306992851219654,Severely Burdened
Rosenberg,TX,1850.9518213268213,115054.58349196792,9587.881957663993,0.521712231768488,12,52.171223176848805,Severely Burdened
Roseville,CA,2470.696396494784,117323.0499978483,9776.920833154025,0.7171416370445676,18,71.71416370445675,Severely Burdened
Roseville,MI,1324.8580086580089,109468.46746026054,9122.372288355044,0.3983605187878066,6,39.83605187878066,Borderline
Roseville,MN,1480.406174750602,115471.99543218414,9622.666286015345,0.433225282773736,6,43.3225282773736,Burdened
Roslyn,NY,7100.0,226756.64121775972,18896.386768146644,1.0698961805222484,5,106.98961805222484,Severely Burdened
Rossville,GA,1298.85,106379.5111466786,8864.959262223218,0.3678953669786284,6,36.78953669786284,Borderline
Rossville,MD,1779.7853535353534,105694.38715015179,8807.865595845982,0.5229675085309969,6,52.296750853099695,Severely Burdened
Roswell,GA,1950.915139428473,134061.59501465815,11171.799584554845,0.5981494027648624,12,59.81494027648624,Severely Burdened
Roswell,NM,1353.8333333333333,138513.68248552192,11542.806873793495,0.40141068204537184,6,40.141068204537184,Burdened
Rotonda West,FL,2320.6666666666665,112762.52710009289,9396.877258341074,0.6715860310236126,6,67.15860310236125,Severely Burdened
Round Lake,IL,2357.230158730159,105127.8822453412,8760.656853778433,0.6742689345496434,6,67.42689345496434,Severely Burdened
Round Rock,TX,1633.799574577818,117815.08286151839,9817.923571793197,0.47528591171964024,18,47.528591171964024,Burdened
Rowland Heights,CA,2760.8888888888887,141894.39594138833,11824.532995115695,0.7956052016982286,6,79.56052016982285,Severely Burdened
Rowlett,TX,2040.8333333333333,109467.09644115332,9122.258036762776,0.5849597051715346,6,58.49597051715346,Severely Burdened
Roy,UT,1674.0555555555554,105850.94920018203,8820.912433348502,0.4707028571607738,6,47.07028571607738,Burdened
Royal Oak,MI,1921.714193696802,122043.02042076034,10170.251701730029,0.5981724761797361,12,59.817247617973614,Severely Burdened
Royersford,PA,2076.9166666666665,112227.01348007352,9352.25112333946,0.6698837145000162,6,66.98837145000162,Severely Burdened
Royse City,TX,2162.070454545454,114730.00164255132,9560.83347021261,0.6093515872744295,6,60.93515872744295,Severely Burdened
Ruckersville,VA,2200.0,110563.09692294295,9213.591410245244,0.6343595678000341,6,63.43595678000341,Severely Burdened
Rumson,NJ,7200.0,327971.8086444688,27330.98405370574,1.0708792754179826,5,107.08792754179825,Severely Burdened
Rural Hall,NC,1903.25,121545.92824457913,10128.827353714927,0.5377557759404904,6,53.77557759404904,Severely Burdened
Ruskin,FL,2159.488888888889,121224.25136991241,10102.020947492701,0.6020430987079847,6,60.20430987079847,Severely Burdened
